model,density,seed,first_stable_va0999,final_time,final_va,final_S
voter,0.32,24,2785,30000,1.0000000000000002,1.0
voter,0.32,25,314,30000,1.0000000000000002,1.0
voter,0.32,26,483,30000,0.9999999999999999,1.0
voter,0.32,27,785,30000,1.0000000000000004,1.0
voter,0.32,28,1808,30000,1.0,1.0
voter,0.32,29,372,30000,1.0000000000000004,1.0
voter,0.32,30,501,30000,1.0000000000000002,1.0
voter,0.32,31,802,30000,0.9999999999999999,1.0
voter,0.32,32,660,30000,0.9999999999999997,1.0
voter,0.32,33,840,30000,0.9999999999999998,0.9375
voter,0.32,34,412,30000,1.0000000000000002,0.90625
voter,0.32,35,398,30000,0.9999999999999999,1.0
voter,0.32,36,277,30000,1.0000000000000002,1.0
voter,0.32,37,803,30000,1.0000000000000002,1.0
voter,0.32,38,919,30000,1.0000000000000004,1.0
voter,0.32,39,513,30000,1.0000000000000004,0.46875
voter,0.32,40,174,30000,0.9999999999999993,1.0
voter,0.32,41,506,30000,1.0000000000000004,1.0
voter,0.32,42,331,30000,1.0000000000000004,0.5625
voter,0.32,43,368,30000,1.0000000000000004,0.96875
voter,0.32,44,465,30000,1.0,0.96875
voter,0.32,45,950,30000,0.9999999999999994,1.0
voter,0.32,46,525,30000,1.0000000000000002,0.75
voter,0.32,47,900,30000,0.9999999999999996,1.0
voter,0.32,48,418,30000,1.0000000000000002,1.0
voter,0.32,49,303,30000,0.9999999999999998,0.78125
voter,0.32,50,1086,30000,1.0000000000000002,1.0
voter,0.32,51,364,30000,0.9999999999999994,1.0
voter,0.32,52,378,30000,0.9999999999999999,0.5
voter,0.32,53,490,30000,0.9999999999999996,0.96875
voter,0.32,54,621,30000,1.0000000000000009,0.96875
voter,0.32,55,730,30000,1.0000000000000002,0.5625
voter,0.32,56,937,30000,0.9999999999999994,1.0
voter,0.32,57,263,30000,0.9999999999999999,0.4375
voter,0.32,58,357,30000,1.0000000000000002,1.0
voter,0.32,59,407,30000,1.0,0.78125
voter,0.32,60,525,30000,1.0000000000000002,0.65625
voter,0.32,61,1312,30000,0.9999999999999996,1.0
voter,0.32,62,669,30000,0.9999999999999994,1.0
voter,0.32,63,442,30000,0.9999999999999997,1.0
voter,0.32,64,486,30000,0.9999999999999999,0.5
voter,0.32,65,3160,30000,0.9999999999999997,1.0
voter,0.32,66,842,30000,1.0000000000000007,0.53125
voter,0.32,67,318,30000,0.9999999999999994,1.0
voter,0.32,68,3476,30000,1.0000000000000004,1.0
voter,0.32,69,379,30000,0.9999999999999996,0.8125
voter,0.32,70,186,30000,1.0000000000000002,1.0
voter,0.32,71,1138,30000,1.0,1.0
voter,0.32,72,868,30000,1.0000000000000002,0.8125
voter,0.32,73,945,30000,0.9999999999999993,1.0
voter,0.32,74,727,30000,1.0000000000000007,1.0
voter,0.32,75,2316,30000,1.0000000000000004,0.90625
voter,0.32,76,901,30000,0.9999999999999999,0.9375
voter,0.32,77,286,30000,0.9999999999999996,1.0
voter,0.32,78,1040,30000,1.0,1.0
voter,0.32,79,686,30000,0.9999999999999997,0.96875
voter,0.32,80,22065,30000,1.0,0.84375
voter,0.32,81,696,30000,1.0000000000000002,1.0
voter,0.32,82,763,30000,0.9999999999999994,1.0
voter,0.32,83,801,30000,0.9999999999999992,1.0
voter,0.32,84,492,30000,1.0000000000000002,1.0
voter,0.32,85,1010,30000,1.0,0.84375
voter,0.32,86,1177,30000,0.9999999999999997,0.96875
voter,0.32,87,344,30000,1.0000000000000004,0.84375
voter,0.32,88,1656,30000,1.0000000000000009,1.0
voter,0.32,89,986,30000,1.0,1.0
voter,0.32,90,1103,30000,0.9999999999999994,1.0
voter,0.32,91,314,30000,1.0,1.0
voter,0.32,92,909,30000,1.0000000000000004,1.0
voter,0.32,93,706,30000,1.0,1.0
voter,0.32,94,446,30000,1.0,1.0
voter,0.32,95,303,30000,0.9999999999999996,0.625
voter,0.32,96,1001,30000,0.9999999999999998,0.90625
voter,0.32,97,1107,30000,0.9999999999999992,1.0
voter,0.32,98,570,30000,0.9999999999999993,1.0
voter,0.32,99,499,30000,0.9999999999999997,1.0
voter,0.32,100,497,30000,1.0000000000000002,1.0
