lag_seconds,msd_m2,std_m2
0.02848482886871425,0.0007633962392717645,6.911647388050975e-06
0.07496233843178528,0.00360712199858419,3.361847416782957e-05
0.12503837967047576,0.007699569730955094,0.00011358030694147914
0.1749896368696066,0.012075110523014142,0.00020665015858843842
0.22488733337048808,0.016447173090467122,0.0003197839147357569
0.27509400422694147,0.020801495554999723,0.000421994770814113
0.32502423640185835,0.025002655529569352,0.0004884128421462124
0.3749115312408526,0.029095423357543747,0.0006008399516314311
0.4249010707112254,0.033106986976653464,0.0007256404659649889
0.4750313445109273,0.03694978443348469,0.0008666174897766015
0.5249737658521395,0.04075081943217686,0.0010602315955486974
0.5749731960481774,0.04442911569805282,0.0011808744831595579
0.6249539942166062,0.04809456072133121,0.0013714880249841284
0.6748222362143107,0.05158586793119514,0.001634537241035599
0.7250370436508439,0.05505080192665389,0.0018295794332727178
0.774896063995506,0.05847582336413274,0.0021709980161037984
0.8249304826696197,0.061785534494729046,0.0024121123871393034
0.8750399501205115,0.0651072543467831,0.002644341112577881
0.9251127738888855,0.06830975248522,0.0028981600954005307
0.9750875517940205,0.07136165823546063,0.0030719120507337215
1.0250692276566622,0.07455740505622468,0.0033905686739952377
1.0750304882534034,0.07750514588447058,0.0036285943391324202
1.125064035197449,0.0805438709366991,0.0038487957377547686
1.1751874282460535,0.08343890198841916,0.004135123923089115
1.2251399698313843,0.08631278477497745,0.004212129665149701
1.2749763812586874,0.08924781771937132,0.004486611039734417
1.3250114656028162,0.09189004036453809,0.004705544065298894
1.3749063203496106,0.09478672548310364,0.0049962454281575535
1.4249420174402112,0.09748582286200462,0.005160653341679326
1.4750223398554834,0.10019390422519918,0.0055008379859799676
1.5250345676455448,0.10258423526974556,0.005694895160417215
1.5749683002646289,0.10554160140413657,0.005934759813082971
1.6248911646478845,0.10780620385640605,0.006076213526166045
1.674907509935456,0.1104443991271488,0.006292793262483161
1.7249970372042722,0.1127619969498915,0.006436168813559835
1.7749226794061865,0.1152160560871969,0.0066494514311620945
1.8247661559837582,0.11753609215278807,0.006756673801826358
1.8748311516946004,0.11994315293146733,0.007029895115132616
1.9250237588711019,0.12214132441357395,0.007077189153455085
1.974967046220213,0.12444307258610914,0.007376076831543861
2.0248296639703334,0.12683839047734244,0.007365591211063213
2.074888832623865,0.12893014546457623,0.0075868887687110635
2.1249029189393367,0.1313408493543323,0.007913403124517533
2.174908367795035,0.13342563554895398,0.007888375832016188
2.2249014829612688,0.13560376716659234,0.007922476139947036
2.2750433957463545,0.13774722302635872,0.0079811006700715
2.3249298687521565,0.13984740645728927,0.008101444580747965
2.3747223716846513,0.14181659237917166,0.008310993572048626
2.4248272251707457,0.1438519635398232,0.008465694937639824
2.4749616296949664,0.14559136146789248,0.008481203197039919
2.52482365351728,0.14739082292669287,0.008567601393789178
2.574846955310587,0.14927764927529052,0.008801526640680742
2.6248909323455676,0.15089948312385623,0.008944249131864285
2.6749283959791974,0.15264749789047533,0.008978787546738523
2.7248198518403477,0.15414225902010376,0.008989529367177923
2.7748744888172943,0.15586001857912876,0.009069955212963107
2.824848151895508,0.15755576443310543,0.009275605711772465
2.874819931886715,0.1590127859189382,0.009166228229008512
2.9249275993502555,0.16062959773038116,0.009133882288489516
2.9749028109905997,0.16227016943718203,0.009283870908530199
