lag_seconds,msd_m2,std_m2
0.029240845900760103,0.0008259634608160914,1.1573500577461256e-05
0.0751150542045937,0.003920425750517336,2.0551145242268892e-05
0.12506510964110146,0.00864780203039733,5.783691416597862e-05
0.17504371467628604,0.013920681493093395,0.00010161780335692206
0.2250125707882833,0.019367790537157238,0.00018305810136953545
0.27503482839961657,0.024775337654240497,0.0003572395865635834
0.32481911460852764,0.03008256955971033,0.0005646199378168597
0.3747167640561947,0.035255976268565,0.0008182426311593015
0.42495290820014453,0.04043383932565525,0.001092830287108109
0.4750157136339885,0.0453644993620497,0.001329641153098986
0.5251011676013354,0.05025117932697134,0.0017005814234556844
0.5749758855437308,0.05487039597770797,0.0019177232437823533
0.6248511885740262,0.059411530929681024,0.0022485904747955366
0.6749310521876896,0.06383025532332413,0.002651588031501527
0.72509833785128,0.06807101474980887,0.0029048732159352992
0.7748951389867809,0.07225931977726335,0.0032293217704351435
0.824763481356009,0.07634117786623879,0.003410827630128135
0.8747790069369931,0.08043188637093598,0.003628418207910422
0.924816913480222,0.08438264408268682,0.0037680089716990543
0.974770034665491,0.08833708903797159,0.004002849135560855
1.0249384239161095,0.09206574754659702,0.004335662342649337
1.0749730147614724,0.09577520377218596,0.004475177276565383
1.1250400423913327,0.09928312446787532,0.004620008320987244
1.1750771636220452,0.10272753526661611,0.00464757542494579
1.224976243554327,0.10612016636090356,0.0047677352738882284
1.2749954885772596,0.10934689944508288,0.004970464093838712
1.324933575435819,0.11259172998886793,0.005087084464620881
1.3749019331815848,0.11562460175654088,0.0049057025410184935
1.4249577290265063,0.1187879725789132,0.005367630545724056
1.4753645258920607,0.12180922977961044,0.005545082226947522
1.525060673380363,0.12490292314688838,0.005801610645331926
1.5749021692149572,0.12772745256112839,0.006199475288010405
1.625104008011769,0.1306324186850523,0.00622260012234366
1.6751481348745245,0.1332058069809067,0.006310500951839289
1.7250379255924255,0.13594558500512138,0.00633318445357516
1.7748821529119092,0.13847859896982634,0.006337223917814235
1.8248929264638847,0.14107563879137824,0.006551799337628434
1.8748577088589227,0.14353616067011077,0.006753170383715388
1.9249923960009798,0.14597785462436377,0.007119617159181235
1.9749613747842019,0.14842197596961304,0.00705199150332064
2.0251195797178534,0.15092571934647375,0.007067090584670811
2.075270385578844,0.15331918528395966,0.007053097818674447
2.1251301318464897,0.1556006599437604,0.007406257564869498
2.17487851232997,0.15789652476120702,0.007196936322760914
2.2250637836278107,0.16010916135105918,0.00746042798581733
2.275061524656315,0.1622073500616767,0.007597560806754566
2.3249535555008265,0.16438693696505988,0.007651876407738402
2.374841244783549,0.16632246821446034,0.007878987816337564
2.4249777856476085,0.16873099244755385,0.007404851709948489
2.4750491573389595,0.17059803108789362,0.008110107734155944
2.525027238124769,0.17236346381834838,0.0075634909202088605
2.574817993040262,0.17386707410771665,0.007641381251413377
2.6250062616043444,0.17578160063387757,0.007352328905216032
2.675190163641104,0.1777255897482979,0.007460492581650858
2.7250172132762724,0.1796795494200681,0.007304847652689826
2.7751133737175726,0.18145883948306582,0.007045307745857227
2.825100366357116,0.18346339679127832,0.0066453273145790194
2.87502422225257,0.18529603069178394,0.006463181499002325
2.9250262873684214,0.18695275979256315,0.00633903111515661
2.974987083591764,0.18852285968949972,0.006160576994936534
