slope_m2_s,squared_error
0.06942615813838722,0.00787452668213472
0.06952467788665863,0.007793993997026421
0.06962319763493005,0.007713894465677493
0.06972171738320146,0.00763422808808796
0.06982023713147288,0.007554994864257798
0.06991875687974429,0.0074761947941870315
0.07001727662801571,0.007397827877875636
0.07011579637628712,0.0073198941153236365
0.07021431612455854,0.007242393506531007
0.07031283587282995,0.007165326051497772
0.07041135562110137,0.00708869175022391
0.07050987536937278,0.007012490602709442
0.0706083951176442,0.006936722608954346
0.07070691486591561,0.006861387768958645
0.07080543461418703,0.006786486082722316
0.07090395436245844,0.006712017550245381
0.07100247411072987,0.006637982171527819
0.07110099385900127,0.0065643799465696494
0.0711995136072727,0.006491210875370853
0.0712980333555441,0.006418474957931451
0.07139655310381553,0.006346172194251421
0.07149507285208694,0.006274302584330784
0.07159359260035836,0.0062028661281695215
0.07169211234862977,0.006131862825767651
0.07179063209690119,0.006061292677125155
0.0718891518451726,0.00599115568224205
0.07198767159344402,0.005921451841118321
0.07208619134171543,0.005852181153753982
0.07218471108998684,0.005783343620149028
0.07228323083825826,0.005714939240303448
0.07238175058652967,0.005646968014217261
0.07248027033480109,0.005579429941890446
0.0725787900830725,0.005512325023323024
0.07267730983134392,0.005445653258514977
0.07277582957961533,0.005379414647466321
0.07287434932788675,0.005313609190177041
0.07297286907615816,0.005248236886647153
0.07307138882442958,0.0051832977368766395
0.07316990857270099,0.005118791740865516
0.07326842832097241,0.0050547188986137664
0.07336694806924382,0.00499107921012141
0.07346546781751524,0.004927872675388429
0.07356398756578665,0.004865099294414839
0.07366250731405807,0.004802759067200624
0.07376102706232948,0.0047408519937458
0.0738595468106009,0.004679378074050351
0.07395806655887231,0.004618337308114294
0.07405658630714373,0.004557729695937611
0.07415510605541514,0.004497555237520321
0.07425362580368657,0.004437813932862404
0.07435214555195797,0.00437850578196388
0.0744506653002294,0.004319630784824731
0.0745491850485008,0.004261188941444973
0.07464770479677223,0.00420318025182459
0.07474622454504364,0.004145604715963598
0.07484474429331506,0.0040884623338619825
0.07494326404158647,0.004031753105519757
0.07504178378985787,0.003975477030936914
0.0751403035381293,0.003919634110113447
0.0752388232864007,0.003864224343049372
0.07533734303467213,0.0038092477297446714
0.07543586278294354,0.003754704270199361
0.07553438253121496,0.003700593964413428
0.07563290227948637,0.0036469168123868844
0.07573142202775779,0.003593672814119718
0.0758299417760292,0.0035408619696119404
0.07592846152430062,0.0034884842788635386
0.07602698127257203,0.003436539741874529
0.07612550102084345,0.0033850283586448933
0.07622402076911486,0.0033339501291746497
0.07632254051738628,0.0032833050534637814
0.07642106026565769,0.003233093131512304
0.07651958001392911,0.0031833143633202025
0.07661809976220052,0.0031339687488874906
0.07671661951047194,0.003085056288214155
0.07681513925874335,0.00303657698130021
0.07691365900701477,0.0029885308281456416
0.07701217875528618,0.0029409178287504636
0.0771106985035576,0.0028937379831146613
0.07720921825182901,0.002846991291238249
0.07730773800010043,0.002800677753121212
0.07740625774837184,0.0027547973687635664
0.07750477749664325,0.0027093501381653035
0.07760329724491467,0.0026643360613264177
0.0777018169931861,0.002619755138246915
0.0778003367414575,0.002575607368926802
0.07789885648972891,0.0025318927533660718
0.07799737623800033,0.0024886112915647176
0.07809589598627176,0.002445762983522748
0.07819441573454317,0.002403347829240167
0.07829293548281457,0.0023613658287169694
0.078391455231086,0.0023198169819531496
0.0784899749793574,0.002278701288948719
0.07858849472762883,0.002238018749703664
0.07868701447590024,0.0021977693642179995
0.07878553422417166,0.002157953132491712
0.07888405397244307,0.0021185700545248137
0.07898257372071449,0.0020796201303172925
0.0790810934689859,0.0020411033598691604
0.07917961321725732,0.0020030197431804065
0.07927813296552873,0.00196536928025104
0.07937665271380015,0.0019281519710810527
0.07947517246207156,0.0018913678156704532
0.07957369221034298,0.0018550168140192324
0.07967221195861439,0.001819098966127398
0.07977073170688581,0.0017836142719949441
0.07986925145515722,0.0017485627316218772
0.07996777120342864,0.001713944345008189
0.08006629095170005,0.0016797591121538878
0.08016481069997147,0.0016460070330589654
0.08026333044824288,0.0016126881077234317
0.08036185019651429,0.00157980233614728
0.08046036994478571,0.0015473497183305083
0.08055888969305713,0.0015153302542731193
0.08065740944132854,0.0014837439439751177
0.08075592918959995,0.0014525907874364994
0.08085444893787137,0.0014218707846572604
0.0809529686861428,0.001391583935637404
0.0810514884344142,0.0013617302403769352
