seed,boundary,method,N,L,M,rc,repetition,time_ns,neighbor_pairs,distance_evaluations
16372963294553080638,periodic,cim,25,4.4721359549995796,2,1,42,9166,96,300
18061920894033343703,periodic,cim,25,4.4721359549995796,2,1,43,9625,102,300
17425430966139125152,periodic,cim,25,4.4721359549995796,2,1,44,9166,98,300
17426289563979032564,periodic,cim,25,4.4721359549995796,2,1,45,9333,103,300
15450606895682007956,periodic,cim,25,4.4721359549995796,2,1,46,11916,98,300
11310671632731084424,periodic,cim,25,4.4721359549995796,2,1,47,9791,97,300
18000612392661614017,periodic,cim,25,4.4721359549995796,2,1,48,10042,99,300
3232828920710909153,periodic,cim,25,4.4721359549995796,2,1,49,10292,100,300
8379446140675332632,periodic,cim,25,4.4721359549995796,2,1,50,9541,96,300
13740137408695240394,periodic,cim,25,4.4721359549995796,2,1,51,9833,93,300
10961862285971784169,periodic,cim,25,4.4721359549995796,2,1,52,9542,95,300
9908057252933239862,periodic,cim,25,4.4721359549995796,2,1,53,9750,97,300
14276113219984694039,periodic,cim,25,4.4721359549995796,2,1,54,9917,100,300
2789989200701257924,periodic,cim,25,4.4721359549995796,2,1,55,10333,101,300
14267860836803843794,periodic,cim,25,4.4721359549995796,2,1,56,10459,109,300
8608923565711426435,periodic,cim,25,4.4721359549995796,2,1,57,9667,97,300
3247801062573439252,periodic,cim,25,4.4721359549995796,2,1,58,9333,98,300
8095034876818720358,periodic,cim,25,4.4721359549995796,2,1,59,9542,93,300
10447887634475930922,periodic,cim,25,4.4721359549995796,2,1,60,9583,95,300
660766648688629672,periodic,cim,25,4.4721359549995796,2,1,61,13792,108,300
1092390667463361298,periodic,cim,25,4.4721359549995796,2,1,62,9792,94,300
14792984242460214400,periodic,cim,25,4.4721359549995796,2,1,63,9541,94,300
17646055867647679995,periodic,cim,25,4.4721359549995796,2,1,64,9666,94,300
5724525400457062537,periodic,cim,25,4.4721359549995796,2,1,65,10084,102,300
7235290104574070276,periodic,cim,25,4.4721359549995796,2,1,66,9291,95,300
693757820268442169,periodic,cim,25,4.4721359549995796,2,1,67,9166,93,300
16102875031255999369,periodic,cim,25,4.4721359549995796,2,1,68,9334,88,300
9601014598506975618,periodic,cim,25,4.4721359549995796,2,1,69,9833,99,300
461722900933990887,periodic,cim,25,4.4721359549995796,2,1,70,11500,103,300
17900913588988235083,periodic,cim,25,4.4721359549995796,2,1,71,10250,109,300
1343674542603454836,periodic,cim,25,4.4721359549995796,2,1,72,9916,94,300
18005132697956809292,periodic,cim,25,4.4721359549995796,2,1,73,10125,102,300
11233983524226439134,periodic,cim,25,4.4721359549995796,2,1,74,9583,95,300
16078460931136216545,periodic,cim,25,4.4721359549995796,2,1,75,9666,99,300
5583110430943495767,periodic,cim,25,4.4721359549995796,2,1,76,10042,99,300
9645125818059276505,periodic,cim,25,4.4721359549995796,2,1,77,10000,107,300
